,ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,currentDate,Implied volatility,Underlying asset price,Expiration time,new_index
5311,3/17/17,35,FNSR,Call,1.82,-0.43,1.7,1.9,366,1605,0.45176,0.07263,0.01026,-0.04737,0.03685,2/17/17,0.6261,33.75,0.076659822,627
5314,3/17/17,31,FNSR,Put,1.1,0.25,1,1.25,124,349,-0.29049,0.05567,-0.0072,-0.04288,0.03417,2/17/17,0.63,33.75,0.076659822,628
5332,1/19/18,32,FNSR,Call,7.17,-1.33,6.6,7.4,45,90,0.66877,0.02833,0.14515,-0.0108,0.11471,2/17/17,0.46717,33.75,0.919917864,629
5334,1/19/18,37,FNSR,Call,4.4,-1.3,4.5,4.8,101,116,0.52904,0.03101,0.12174,-0.01088,0.12877,2/17/17,0.40801,33.75,0.919917864,630
5335,1/19/18,32,FNSR,Put,5,-0.18,4.6,5.2,18,45,-0.34191,0.023,-0.11807,-0.00914,0.11509,2/17/17,0.50884,33.75,0.919917864,631
5350,3/10/17,12,FEYE,Call,0.39,-0.08,0.38,0.42,101,139,0.46587,0.37273,0.00293,-0.01289,0.01109,2/17/17,0.40786,11.83,0.057494867,632
5351,3/10/17,13,FEYE,Call,0.13,-0.06,0.13,0.16,7,89,0.20305,0.23262,0.00129,-0.00978,0.00785,2/17/17,0.43353,11.83,0.057494867,633
5360,3/3/17,12,FEYE,Put,0.48,-0.33,0.46,0.5,141,67,-0.55642,0.44603,-0.0021,-0.01412,0.00905,2/17/17,0.43018,11.83,0.038329911,634
5378,1/19/18,13,FEYE,Put,3.03,0.18,2.85,3.05,4,5344,-0.45922,0.07354,-0.05183,-0.00303,0.04449,2/17/17,0.5581,11.83,0.919917864,635
5397,2/24/17,33,FSLR,Put,0.61,-0.31,0.56,0.67,86,1033,-0.29905,0.10495,-0.00175,-0.09732,0.01787,2/17/17,0.71489,34.84,0.019164956,636
5408,3/3/17,34.5,FSLR,Call,1.75,0.11,1.65,1.83,31,437,0.5346,0.10496,0.00638,-0.07225,0.02607,2/17/17,0.57568,34.84,0.038329911,637
5415,3/10/17,35,FSLR,Call,1.68,0.12,1.58,1.79,16,57,0.49539,0.09469,0.00886,-0.0517,0.03227,2/17/17,0.51521,34.84,0.057494867,638
5434,3/10/17,32,FSLR,Put,0.7,-0.1,0.66,0.88,30,20,-0.25305,0.07207,-0.00449,-0.04059,0.03043,2/17/17,0.55968,34.84,0.057494867,639
5452,9/15/17,32.5,FSLR,Call,5.57,0.17,5.55,6.1,2,51,0.67045,0.03537,0.10041,-0.01311,0.09401,2/17/17,0.39477,34.84,0.574948665,640
5453,9/15/17,35,FSLR,Call,4.65,0.31,4.5,4.75,8,40,0.58294,0.03682,0.08924,-0.01482,0.09965,2/17/17,0.42164,34.84,0.574948665,641
5456,1/19/18,37.5,FSLR,Put,7.6,-1.51,7.4,7.8,1,262,-0.45337,0.0261,-0.14736,-0.00856,0.12935,2/17/17,0.49496,34.84,0.919917864,642
5460,9/15/17,7.5,SVVC,Call,1.05,-0.15,1,1.2,10,24,0.67619,0.19384,0.02455,-0.00252,0.02151,2/17/17,0.25474,8.14,0.574948665,643
5463,3/17/17,120,FISV,Call,0.06,0.01,0.05,0.1,138,272,0.02155,0,0.00185,-0.00471,0.01652,2/17/17,0.13722,111.980003,0.076659822,644
5469,9/15/17,115,FISV,Call,4.9,0.9,4.8,5.1,4,60,0.50387,0.03041,0.2967,-0.02226,0.34101,2/17/17,0.16021,111.980003,0.574948665,645
5470,9/15/17,105,FISV,Put,3.4,-0.1,3.2,3.5,4,191,-0.28773,0.02073,-0.16092,-0.01179,0.29294,2/17/17,0.21145,111.980003,0.574948665,646
5504,1/19/18,15,FLEX,Put,0.86,0.01,0.79,0.89,15,124,-1,0.04654,0,0,0,2/17/17,0.27286,16.440001,0.919917864,647
5518,3/17/17,37,FTNT,Call,1.31,0.11,1.25,1.45,50,368,0.94642,0.10559,0.0265,-0.00772,0.00956,2/17/17,0.24997,37.459999,0.076659822,648
5520,3/17/17,34,FTNT,Put,0.2,-0.04,0.15,0.3,5,234,-0.10064,0.04426,-0.00274,-0.01419,0.02476,2/17/17,0.31876,37.459999,0.076659822,649
5530,6/16/17,34,FTNT,Put,1.5,0.15,1.3,1.55,2,94,-0.23679,0.0367,-0.02841,-0.01194,0.07617,2/17/17,0.37674,37.459999,0.325804244,650
5533,1/19/18,40,FTNT,Call,3.9,-0.3,3.2,4.3,2,806,0.55991,0.04355,0.16369,-0.00908,0.14366,2/17/17,0.31426,37.459999,0.919917864,651
5573,6/16/17,22,FOSL,Call,1.88,0.28,1.85,2,2,29,0.61269,0.08142,0.0372,-0.01101,0.04818,2/17/17,0.49621,20.73,0.325804244,652
5578,9/15/17,21,FOSL,Call,3.1,0.75,2.95,3.4,5,132,0.6811,0.05362,0.06628,-0.00842,0.06084,2/17/17,0.48871,20.73,0.574948665,653
5591,3/17/17,15,RAIL,Call,0.55,-0.15,0.5,0.75,58,745,0.42887,0.1827,0.0042,-0.01839,0.01578,2/17/17,0.43903,14.62,0.076659822,654
5597,5/19/17,3,FTR,Put,0.2,0.02,0.15,0.25,586,1741,-0.30227,0.40747,-0.00255,-0.00176,0.00591,2/17/17,0.53937,3.29,0.249144422,655
5620,3/17/17,20,GNTX,Call,0.91,0.13,0.85,0.95,14,1263,0.98925,0.02935,0.01498,-0.00357,0.00135,2/17/17,0.22358,20.620001,0.076659822,656
5646,2/24/17,72.5,GILD,Call,0.12,-0.07,0.09,0.13,41,134,0.11593,0.10088,0.00151,-0.0338,0.02625,2/17/17,0.21738,69.849998,0.019164956,657
5649,2/24/17,74,GILD,Call,0.05,-0.04,0.03,0.06,25,438,0.05732,0.04794,0.00074,-0.02276,0.01142,2/17/17,0.24997,69.849998,0.019164956,658
5651,2/24/17,75.5,GILD,Call,0.04,0.01,0.01,0.07,4,50,0.03576,0.02648,0.00046,-0.01885,0.01149,2/17/17,0.30709,69.849998,0.019164956,659
5678,3/3/17,70.5,GILD,Call,0.85,-0.21,0.81,0.86,285,160,0.46238,0.1549,0.01197,-0.04864,0.05354,2/17/17,0.198,69.849998,0.038329911,660
5681,3/3/17,72,GILD,Call,0.39,-0.14,0.37,0.41,105,300,0.23021,0.13242,0.00603,-0.03226,0.03735,2/17/17,0.20277,69.849998,0.038329911,661
5683,3/3/17,73,GILD,Call,0.24,-0.1,0.22,0.25,60,327,0.13019,0.08766,0.00342,-0.02275,0.03826,2/17/17,0.21158,69.849998,0.038329911,662
5696,3/10/17,70,GILD,Call,1.35,-0.18,1.28,1.34,63,301,0.54197,0.1408,0.02101,-0.03988,0.06477,2/17/17,0.20378,69.849998,0.057494867,663
5702,3/10/17,73.5,GILD,Call,0.34,-0.06,0.28,0.33,23,642,0.1577,0.07829,0.00621,-0.02177,0.04736,2/17/17,0.21706,69.849998,0.057494867,664
5710,3/24/17,64,GILD,Call,6.14,2.69,5.75,6.8,1,1,1,0,0.06068,-0.00976,0,2/17/17,0.18786,69.849998,0.095824778,665
5728,3/24/17,75.5,GILD,Call,0.29,-0.02,0.21,0.3,2,74,0.10667,0.04765,0.00702,-0.01374,0.05608,2/17/17,0.2133,69.849998,0.095824778,666
5731,3/3/17,66.5,GILD,Put,0.18,-0.04,0.16,0.19,2,92,-0.12794,0.06259,-0.00314,-0.02752,0.03304,2/17/17,0.21872,69.849998,0.038329911,667
5733,3/3/17,67.5,GILD,Put,0.28,-0.01,0.29,0.33,18,477,-0.19894,0.08764,-0.00507,-0.03671,0.03363,2/17/17,0.20758,69.849998,0.038329911,668
5736,3/3/17,69,GILD,Put,0.71,0.06,0.68,0.73,73,341,-0.35868,0.11272,-0.0086,-0.04865,0.05197,2/17/17,0.2099,69.849998,0.038329911,669
5739,3/3/17,70.5,GILD,Put,1.43,0.03,1.39,1.46,17,94,-0.53176,0.12404,-0.01119,-0.05137,0.05343,2/17/17,0.20991,69.849998,0.038329911,670
5748,3/10/17,66.5,GILD,Put,0.3,0.01,0.28,0.33,12,68,-0.17061,0.06328,-0.00652,-0.02674,0.04047,2/17/17,0.2128,69.849998,0.057494867,671
5754,3/10/17,70.5,GILD,Put,1.6,-0.15,1.62,1.69,7,55,-0.53048,0.13218,-0.01669,-0.03075,0.06564,2/17/17,0.20082,69.849998,0.057494867,672
5760,3/17/17,72.5,GILD,Put,3.58,0.28,3.55,3.7,136,6210,-0.65274,0.0739,-0.02859,-0.03463,0.07741,2/17/17,0.27022,69.849998,0.076659822,673
5767,3/24/17,70.5,GILD,Put,2.2,-0.01,2.22,2.39,10,124,-0.50231,0.079,-0.02666,-0.03192,0.08444,2/17/17,0.22263,69.849998,0.095824778,674
5768,3/24/17,72,GILD,Put,3.25,0.12,3.25,3.45,6,26,-0.58179,0.06099,-0.03266,-0.0374,0.08609,2/17/17,0.24757,69.849998,0.095824778,675
5774,4/21/17,75,GILD,Call,0.67,-0.08,0.65,0.69,324,1822,0.24047,0.05672,0.02796,-0.0183,0.08421,2/17/17,0.18892,69.849998,0.1724846,676
5781,5/19/17,67.5,GILD,Call,4.5,-0.22,4.45,4.55,28,3108,0.74101,0.05862,0.11894,-0.01885,0.12266,2/17/17,0.2066,69.849998,0.249144422,677
5787,5/19/17,70,GILD,Put,3.54,0.15,3.5,3.6,118,8527,-0.45063,0.04549,-0.06338,-0.0211,0.13453,2/17/17,0.26947,69.849998,0.249144422,678
5797,6/16/17,70,GILD,Put,4.12,0.14,4.1,4.25,118,9249,-0.4434,0.03539,-0.08389,-0.02053,0.15345,2/17/17,0.28086,69.849998,0.325804244,679
5804,8/18/17,75,GILD,Call,2.55,-0.14,2.45,2.6,70,2249,0.42216,0.03554,0.13241,-0.01781,0.20639,2/17/17,0.21091,69.849998,0.498288843,680
5836,3/17/17,2,GLUU,Put,0.1,0.05,0.05,0.15,20,1323,-0.36837,1,-0.00058,-0.0025,0.00217,2/17/17,0.57695,2.06,0.076659822,681
5855,5/19/17,22.5,GMLP,Call,1.8,0.24,1.75,1.9,1,153,0.69374,0.12357,0.03595,-0.00856,0.04256,2/17/17,0.21634,23.67,0.249144422,682
5866,3/3/17,10,GPRO,Call,0.07,-0.02,0.06,0.08,1,122,0.17623,0.36802,0.00059,-0.00768,0.00497,2/17/17,0.4107,9.25,0.038329911,683
5887,4/21/17,9,GPRO,Call,0.6,-0.07,0.58,0.67,540,2233,0.65292,0.37702,0.00941,-0.00419,0.01431,2/17/17,0.28989,9.25,0.1724846,684
5888,4/21/17,10,GPRO,Call,0.29,-0.03,0.26,0.3,65,6194,0.33847,0.2879,0.00494,-0.00488,0.01589,2/17/17,0.36118,9.25,0.1724846,685
5889,4/21/17,10,GPRO,Put,1.68,0.03,1.63,1.79,25,2349,-0.51133,0.12926,-0.00851,-0.01074,0.01532,2/17/17,0.81832,9.25,0.1724846,686
5923,4/21/17,4.5,GRPN,Call,0.45,0.01,0.43,0.47,513,5563,0.6345,0.45815,0.00433,-0.00328,0.00726,2/17/17,0.46827,4.66,0.1724846,687
5938,3/17/17,20,GPOR,Call,0.55,-0.15,0.45,0.55,199,580,0.61286,0.44683,0.00908,-0.00882,0.02112,2/17/17,0.35395,19.48,0.076659822,688
5941,4/21/17,20,GPOR,Put,1.45,0.25,1.35,1.5,9,888,-0.43392,0.10747,-0.01416,-0.01345,0.03207,2/17/17,0.3736,19.48,0.1724846,689
5945,3/17/17,130,GWPH,Call,4.5,-0.3,4.2,5,96,467,0.78928,0.05141,0.07676,-0.05214,0.08892,2/17/17,0.32318,129.589996,0.076659822,690
5954,5/19/17,135,GWPH,Call,6.9,-0.4,6.6,7.5,10,3834,0.53949,0.02885,0.16579,-0.04755,0.2593,2/17/17,0.34416,129.589996,0.249144422,691
5957,5/19/17,125,GWPH,Put,7.3,0.55,6.6,7.8,11,1501,-0.31935,0.01274,-0.10541,-0.05801,0.24356,2/17/17,0.38452,129.589996,0.249144422,692
5968,3/17/17,13,HALO,Call,0.6,0.05,0.55,0.75,183,1581,0.3332,0.11304,0.00227,-0.0262,0,2/17/17,0.54134,12.61,0.076659822,693
5970,6/16/17,12,HALO,Call,1.85,-0.27,1.8,2.1,324,137,0.55821,0.06498,0.01277,-0.01247,0,2/17/17,0.52078,12.61,0.325804244,694
5975,2/24/17,99,HAS,Call,0.8,0.2,0.65,0.95,15,88,0,0,0,0,0,2/17/17,0.18487,98.5,0.019164956,695
5983,2/24/17,98,HAS,Put,0.9,-0.45,0.75,1.1,30,80,-0.05269,0.00295,-0.00153,-0.33176,0,2/17/17,0.2134,98.5,0.019164956,696
5987,3/3/17,98,HAS,Call,1.75,-0.14,1.6,2.25,15,2,1,0,0.03706,-0.01498,0,2/17/17,0.18778,98.5,0.038329911,697
5991,3/17/17,95,HAS,Call,4.56,0.16,3.9,4.8,1,190,1,0,0.07203,-0.01449,0,2/17/17,0.20448,98.5,0.076659822,698
5998,3/3/17,98,HAS,Put,1.33,-0.42,1.2,1.6,1,5,-0.06714,0.00324,-0.004,-0.23444,0,2/17/17,0.21262,98.5,0.038329911,699
6000,3/17/17,92.5,HAS,Put,0.6,-0.15,0.5,0.7,33,164,-0.03753,0.00211,-0.00439,-0.06245,0.0341,2/17/17,0.24997,98.5,0.076659822,700
6001,3/17/17,95,HAS,Put,0.95,-0.5,0.9,1.2,31,739,-0.07081,0.003,-0.00778,-0.13319,0,2/17/17,0.21872,98.5,0.076659822,701
6006,4/21/17,95,HAS,Call,5.6,0.57,4.9,5.9,14,180,1,0,0.16187,-0.01443,0,2/17/17,0.19828,98.5,0.1724846,702
6018,7/21/17,97.5,HAS,Put,6.3,-0.1,5.6,6.8,4,32,-0.07814,0.00321,-0.04853,-0.02365,0.17997,2/17/17,0.29535,98.5,0.421629021,703
6027,4/21/17,55,HA,Call,1.2,0.05,1,1.3,1,233,0.27315,0.05904,0.0223,-0.02028,0.0592,2/17/17,0.33077,50.299999,0.1724846,704
6042,9/15/17,45,HQY,Call,4.1,-0.3,3.6,4.6,2,7,0.52985,0.03438,0.10551,-0.01585,0.12797,2/17/17,0.35929,42.830002,0.574948665,705
6067,3/17/17,7,HIMX,Put,0.45,-0.06,0.4,0.5,138,986,-0.49402,0.42291,-0.00224,-0.00796,0.00746,2/17/17,0.56008,6.94,0.076659822,706
6069,6/16/17,7,HIMX,Put,0.85,-0.1,0.75,0.9,50,676,-0.44507,0.2134,-0.00921,-0.00349,0.0152,2/17/17,0.54513,6.94,0.325804244,707
6073,1/18/19,7,HIMX,Call,1.85,0.09,1.7,2.05,14,955,0.67156,0.08728,0.05235,-0.00179,0.03361,2/17/17,0.45378,6.94,1.916495551,708
6074,1/18/19,7,HIMX,Put,2.1,-0.6,1.95,2.25,202,150,-0.32704,0.06941,-0.05172,-0.00132,0.03308,2/17/17,0.61939,6.94,1.916495551,709
6077,3/17/17,40,HOLX,Call,0.75,-0.05,0.7,0.95,5,1326,0.97418,0.08849,0.02955,-0.00675,0.00866,2/17/17,0.15888,40,0.076659822,710
6112,3/17/17,15,HBAN,Call,0.07,-0.05,0.07,0.09,25,349,0.86042,0.4645,0.00973,-0.00414,0.00971,2/17/17,0.20813,14.13,0.076659822,711
6117,4/21/17,14,HBAN,Put,0.56,0.05,0.51,0.56,77,450,-0.2225,0.13048,-0.00527,-0.00644,0.02279,2/17/17,0.28086,14.13,0.1724846,712
6121,3/17/17,75,IAC,Call,1.65,-0.7,1.65,1.9,10,140,0.37637,0.04475,0.01884,-0.07079,0.0792,2/17/17,0.16244,75.379997,0.076659822,713
6122,3/17/17,70,IAC,Put,0.35,0.05,0.3,0.4,12,710,-0.24875,0.13754,-0.01115,-0.01394,0.07124,2/17/17,0.24703,75.379997,0.076659822,714
6211,3/17/17,30,PI,Put,1.4,0.75,1.1,1.5,266,152,-0.35827,0.07563,-0.00841,-0.03703,0.03254,2/17/17,0.58341,31.17,0.076659822,715
6217,3/17/17,55,INCR,Call,1.99,0.39,1.5,2.35,24,70,0.48328,0.08457,0.01881,-0.04428,0.05897,2/17/17,0.35732,54.5,0.076659822,716
6222,3/17/17,130,INCY,Call,1.8,-0.3,1.65,1.9,78,699,0.25247,0.03113,0.02231,-0.07615,0.09256,2/17/17,0.37217,120.489998,0.076659822,717
6223,3/17/17,110,INCY,Put,1.85,-0.13,1.5,2.05,38,309,-0.18376,0.01813,-0.01705,-0.08026,0.0805,2/17/17,0.44335,120.489998,0.076659822,718
6225,3/17/17,120,INCY,Put,5,-0.2,4.7,5.6,61,112,-0.4238,0.02494,-0.03826,-0.12865,0.12885,2/17/17,0.40769,120.489998,0.076659822,719
6231,1/19/18,130,INCY,Put,23.6,1.74,22.3,24.4,5,4,-0.46162,0.00889,-0.4817,-0.02469,0.45368,2/17/17,0.43648,120.489998,0.919917864,720
6253,3/17/17,12,INSY,Call,0.6,0.13,0.35,0.9,30,140,0.41401,0.16681,0.00302,-0.01944,0.01239,2/17/17,0.76463,11.1,0.076659822,721
6257,5/19/17,12,INSY,Call,1.1,0.1,1.05,1.2,4,1323,0.48004,0.12202,0.01066,-0.00898,0.02223,2/17/17,0.64588,11.1,0.249144422,722
6261,3/17/17,25,IDTI,Call,0.55,-0.05,0.5,0.6,71,158,0.2191,0.09698,0.00341,-0.01941,0.01714,2/17/17,0.29197,24.42,0.076659822,723
6265,5/19/17,26,IDTI,Call,1.24,0.04,1.2,1.35,5,235,0.37096,0.05608,0.0166,-0.01765,0.04651,2/17/17,0.36819,24.42,0.249144422,724
6272,2/24/17,36.5,INTC,Call,0.2,-0.03,0.21,0.24,1854,2197,0.47006,0.75324,0.00318,-0.02101,0.01953,2/17/17,0.1021,36.48,0.019164956,725
6288,3/10/17,35.5,INTC,Call,1.15,0.14,1.14,1.17,33,136,0.83391,0.23862,0.01674,-0.0118,0.02049,2/17/17,0.12928,36.48,0.057494867,726
6297,3/24/17,36,INTC,Call,0.91,0.06,0.93,0.98,18,2084,0.64984,0.23844,0.02174,-0.01311,0.042,2/17/17,0.13078,36.48,0.095824778,727
6298,3/24/17,36.5,INTC,Call,0.64,0.02,0.65,0.69,15,372,0.53275,0.28924,0.01804,-0.0127,0.04367,2/17/17,0.12898,36.48,0.095824778,728
6300,3/24/17,37.5,INTC,Call,0.25,0.02,0.25,0.29,557,133,0.27459,0.23728,0.00942,-0.00975,0.03175,2/17/17,0.13205,36.48,0.095824778,729
6308,3/10/17,35.5,INTC,Put,0.19,-0.04,0.16,0.2,133,2646,-0.21825,0.23145,-0.00392,-0.0104,0.02347,2/17/17,0.16037,36.48,0.057494867,730
6313,3/17/17,34,INTC,Put,0.08,-0.02,0.07,0.08,22,5222,-0.07577,0.07797,-0.00182,-0.00552,0.02166,2/17/17,0.19553,36.48,0.076659822,731
6315,3/17/17,36,INTC,Put,0.41,-0.02,0.39,0.4,283,16156,-0.35601,0.26487,-0.00856,-0.00948,0.03775,2/17/17,0.15911,36.48,0.076659822,732
