,ExpDate,StrikePrice,Ticker,Type,Last,Chg,Bid,Ask,Vol,Open Int,Delta,Gamma,Rho,Theta,Vega,currentDate,Implied volatility,Underlying asset price,Expiration time,new_index
1170,6/16/17,775,GOOGL,Put,10.25,-1.87,9.7,10.3,4,459,-0.16318,0.0028,-0.41815,-0.09188,1.07213,2/17/17,0.20254,846.549988,0.325804244,165
1171,6/16/17,780,GOOGL,Put,11.8,-0.72,10.6,11.3,3,385,-0.20882,0.00285,-0.48753,-0.13336,1.65037,2/17/17,0.20342,846.549988,0.325804244,166
1173,6/16/17,790,GOOGL,Put,13.9,-0.74,12.5,13.3,10,444,-0.23098,0.00316,-0.55145,-0.1272,1.66696,2/17/17,0.2015,846.549988,0.325804244,167
1177,6/16/17,810,GOOGL,Put,18.25,-2.64,17.5,18.4,3,213,-0.28008,0.00401,-0.66404,-0.11084,1.70372,2/17/17,0.19593,846.549988,0.325804244,168
1182,6/16/17,835,GOOGL,Put,28,-1.3,26,27.2,104,281,-0.39906,0.00412,-0.93568,-0.15318,1.81741,2/17/17,0.19415,846.549988,0.325804244,169
1194,9/15/17,850,GOOGL,Call,47.7,2.35,46.5,48,12,110,0.61003,0.00449,2.73849,-0.17137,2.40386,2/17/17,0.16479,846.549988,0.574948665,170
1197,9/15/17,880,GOOGL,Call,33,-0.83,32.2,33.8,1,19,0.4787,0.00459,2.18569,-0.15273,2.66604,2/17/17,0.16185,846.549988,0.574948665,171
1203,9/15/17,775,GOOGL,Put,20.43,-1.57,19.5,20.9,10,48,-0.22567,0.00234,-0.97742,-0.08819,2.13208,2/17/17,0.21872,846.549988,0.574948665,172
1220,1/19/18,770,GOOGL,Put,32.8,-1.5,32.7,35.5,1,415,-0.25784,0.00173,-1.81842,-0.07785,2.70191,2/17/17,0.23743,846.549988,0.919917864,173
1221,1/19/18,780,GOOGL,Put,35.6,-1.6,35.5,36.4,11,426,-0.2678,0.00191,-1.8576,-0.07177,2.72101,2/17/17,0.23625,846.549988,0.919917864,174
1222,1/19/18,790,GOOGL,Put,38.7,-1.7,38.5,39.5,11,450,-0.29825,0.00186,-2.1313,-0.08421,2.79789,2/17/17,0.22605,846.549988,0.919917864,175
1237,1/18/19,880,GOOGL,Put,109.19,0.08,104.5,108.8,1,89,-0.42907,0.00155,-5.3837,-0.05738,4.39,2/17/17,0.24983,846.549988,1.916495551,176
1279,2/24/17,820,AMZN,Call,25.65,0.45,25.1,26.1,104,360,0.95739,0.00586,0.14945,-0.23048,0.11771,2/17/17,0.11063,845.070007,0.019164956,177
1288,2/24/17,842.5,AMZN,Call,7.15,-1.02,7.25,7.8,256,420,0.59256,0.02823,0.09442,-0.53109,0.44846,2/17/17,0.11344,845.070007,0.019164956,178
1289,2/24/17,845,AMZN,Call,6.02,-0.88,5.9,6.35,2189,1296,0.52609,0.03079,0.08406,-0.5445,0.45323,2/17/17,0.12781,845.070007,0.019164956,179
1291,2/24/17,850,AMZN,Call,3.73,-1.02,3.75,4,2800,1400,0.392,0.02656,0.06271,-0.51014,0.46262,2/17/17,0.12204,845.070007,0.019164956,180
1294,2/24/17,857.5,AMZN,Call,1.8,-1.06,1.71,1.94,226,238,0.23965,0.0198,0.03842,-0.45364,0.31539,2/17/17,0.1315,845.070007,0.019164956,181
1295,2/24/17,860,AMZN,Call,1.35,-0.82,1.28,1.32,3129,1190,0.1939,0.01738,0.03112,-0.38134,0.3186,2/17/17,0.12597,845.070007,0.019164956,182
1296,2/24/17,862.5,AMZN,Call,1.05,-0.7,0.94,1.13,180,262,0.17679,0.01492,0.02834,-0.38919,0.31881,2/17/17,0.12802,845.070007,0.019164956,183
1301,2/24/17,875,AMZN,Call,0.35,-0.29,0.27,0.37,352,191,0.04489,0.00543,0.00724,-0.1329,0.14231,2/17/17,0.14749,845.070007,0.019164956,184
1303,2/24/17,880,AMZN,Call,0.25,-0.2,0.2,0.36,181,434,0.03091,0.00371,0.00498,-0.10745,0.14253,2/17/17,0.15888,845.070007,0.019164956,185
1312,2/24/17,795,AMZN,Put,0.15,-0.12,0.03,0.21,61,192,-0.01295,0.00136,-0.00207,-0.06422,0.02944,2/17/17,0.20787,845.070007,0.019164956,186
1324,2/24/17,825,AMZN,Put,1.07,-0.82,1,1.12,643,649,-0.10167,0.0108,-0.01449,-0.23528,0.2833,2/17/17,0.15533,845.070007,0.019164956,187
1327,2/24/17,832.5,AMZN,Put,2.15,-1.2,1.91,2.19,822,181,-0.20339,0.01818,-0.03058,-0.35846,0.29025,2/17/17,0.14372,845.070007,0.019164956,188
1333,2/24/17,847.5,AMZN,Put,8.01,-3.07,7.15,7.75,199,24,-0.53635,0.02187,-0.06671,-0.57445,0.45686,2/17/17,0.15352,845.070007,0.019164956,189
1334,2/24/17,850,AMZN,Put,9.21,-1.39,8.6,9.25,340,197,-0.58574,0.02079,-0.07485,-0.55873,0.45908,2/17/17,0.14817,845.070007,0.019164956,190
1337,2/24/17,857.5,AMZN,Put,13.56,-3.44,13.9,14.8,7,1,-0.73974,0.01864,-0.078,-0.47105,0.41647,2/17/17,0.12046,845.070007,0.019164956,191
1364,3/3/17,852.5,AMZN,Call,7.3,-0.02,6.45,6.8,29,116,0.40541,0.01709,0.12921,-0.41449,0.65773,2/17/17,0.15739,845.070007,0.038329911,192
1367,3/3/17,860,AMZN,Call,4.08,-0.7,4.05,4.35,315,353,0.27314,0.01587,0.08762,-0.34916,0.53009,2/17/17,0.13919,845.070007,0.038329911,193
1368,3/3/17,862.5,AMZN,Call,4.02,-0.06,3.4,3.7,22,69,0.26451,0.01381,0.08461,-0.37957,0.45036,2/17/17,0.15428,845.070007,0.038329911,194
1369,3/3/17,865,AMZN,Call,3.1,-0.42,2.89,3.15,252,189,0.2456,0.01257,0.07851,-0.37241,0.45216,2/17/17,0.14542,845.070007,0.038329911,195
1375,3/3/17,900,AMZN,Call,0.32,-2.28,0.29,0.4,27,135,0.02284,0,0.00738,-0.06475,0.19781,2/17/17,0.16202,845.070007,0.038329911,196
1383,3/10/17,825,AMZN,Call,25.3,-0.41,25.45,26.15,104,29,0.77121,0.01003,0.3599,-0.37363,0.74154,2/17/17,0.14399,845.070007,0.057494867,197
1384,3/10/17,827.5,AMZN,Call,24.85,1.85,23.6,24.3,63,45,0.74115,0.01041,0.34625,-0.38246,0.74713,2/17/17,0.16567,845.070007,0.057494867,198
1385,3/10/17,830,AMZN,Call,22,0.5,21.8,22.35,109,178,0.73833,0.01187,0.3468,-0.34789,0.7449,2/17/17,0.14614,845.070007,0.057494867,199
1391,3/10/17,845,AMZN,Call,12.46,-0.63,12.6,13,52,148,0.54069,0.01536,0.257,-0.38425,0.78389,2/17/17,0.1399,845.070007,0.057494867,200
1394,3/10/17,852.5,AMZN,Call,10.55,1.05,9.15,9.55,5,40,0.44626,0.01249,0.21156,-0.40473,0.80117,2/17/17,0.16577,845.070007,0.057494867,201
1397,3/10/17,860,AMZN,Call,6.72,-0.28,6.45,6.8,75,278,0.32527,0.01371,0.15589,-0.31345,0.82736,2/17/17,0.14627,845.070007,0.057494867,202
1399,3/10/17,865,AMZN,Call,5.1,-0.06,5,5.35,35,22,0.27461,0.01215,0.13173,-0.30813,0.56739,2/17/17,0.15216,845.070007,0.057494867,203
1405,3/10/17,900,AMZN,Call,0.91,-0.02,0.83,0.98,8,80,0.0584,0.00355,0.02822,-0.10658,0.25993,2/17/17,0.16124,845.070007,0.057494867,204
1410,3/17/17,780,AMZN,Call,66.96,0.25,66.3,67.55,9,502,1,0,0.59418,-0.119,0,2/17/17,0.1325,845.070007,0.076659822,205
1416,3/17/17,810,AMZN,Call,40.13,0.63,39.4,40.3,43,600,0.88347,0.00599,0.5413,-0.23889,0.53432,2/17/17,0.16271,845.070007,0.076659822,206
1421,3/17/17,835,AMZN,Call,21.26,0.01,21.05,21.5,71,693,0.65132,0.01076,0.40615,-0.34525,0.87669,2/17/17,0.15898,845.070007,0.076659822,207
1422,3/17/17,840,AMZN,Call,18.1,-0.05,18.05,18.45,481,1463,0.6037,0.01225,0.37885,-0.33607,0.88813,2/17/17,0.15691,845.070007,0.076659822,208
1443,3/24/17,822.5,AMZN,Call,33.25,3.45,31.55,32.15,1,7,0.7576,0.00812,0.58352,-0.30379,0.94428,2/17/17,0.17752,845.070007,0.095824778,209
1447,3/24/17,840,AMZN,Call,20.73,0.56,20.3,20.75,22,283,0.60263,0.01097,0.47136,-0.30959,0.99168,2/17/17,0.1659,845.070007,0.095824778,210
1448,3/24/17,842.5,AMZN,Call,19.58,1.33,18.9,19.35,2,27,0.57129,0.0102,0.44584,-0.34136,1.00237,2/17/17,0.16589,845.070007,0.095824778,211
1454,3/24/17,860,AMZN,Call,10.96,0.31,10.9,11.3,13,152,0.39662,0.0102,0.31294,-0.29059,1.05792,2/17/17,0.1592,845.070007,0.095824778,212
1462,3/3/17,762.5,AMZN,Put,0.26,-0.17,0.11,0.29,15,54,-0.01468,0.00087,-0.00474,-0.06377,0.04066,2/17/17,0.24997,845.070007,0.038329911,213
1463,3/3/17,765,AMZN,Put,0.27,-0.18,0.18,0.32,10,170,-0.01545,0.00093,-0.00499,-0.06593,0.06774,2/17/17,0.24997,845.070007,0.038329911,214
1478,3/3/17,810,AMZN,Put,1.62,-0.3,1.4,1.54,122,231,-0.1324,0.00643,-0.03953,-0.27538,0.39919,2/17/17,0.17912,845.070007,0.038329911,215
1479,3/3/17,812.5,AMZN,Put,1.74,-0.43,1.55,1.75,45,88,-0.10798,0.00663,-0.03138,-0.20299,0.39433,2/17/17,0.1745,845.070007,0.038329911,216
1489,3/3/17,837.5,AMZN,Put,6.92,-3.33,6.45,6.9,27,38,-0.35901,0.01562,-0.10178,-0.33497,0.62717,2/17/17,0.16432,845.070007,0.038329911,217
1496,3/3/17,857.5,AMZN,Put,16.69,-21.31,16.4,18,13,1,-0.64131,0.01292,-0.16334,-0.39909,0.65524,2/17/17,0.15172,845.070007,0.038329911,218
1503,3/10/17,787.5,AMZN,Put,1.22,-0.36,0.99,1.15,10,106,-0.08722,0.00346,-0.03738,-0.20081,0.47617,2/17/17,0.20199,845.070007,0.057494867,219
1507,3/10/17,797.5,AMZN,Put,1.67,-0.12,1.52,1.71,173,53,-0.10496,0.00443,-0.04607,-0.19445,0.47724,2/17/17,0.18968,845.070007,0.057494867,220
1508,3/10/17,800,AMZN,Put,1.84,-0.48,1.69,1.89,40,235,-0.10589,0.00469,-0.04647,-0.18503,0.47654,2/17/17,0.1912,845.070007,0.057494867,221
1520,3/10/17,830,AMZN,Put,6.82,-0.62,6.5,6.9,32,86,-0.32728,0.0094,-0.13963,-0.34814,0.76175,2/17/17,0.16891,845.070007,0.057494867,222
1533,3/17/17,780,AMZN,Put,1.4,-0.26,1.29,1.45,84,1728,-0.06248,0.00266,-0.03967,-0.11317,0.22742,2/17/17,0.1968,845.070007,0.076659822,223
1535,3/17/17,790,AMZN,Put,2,-0.28,1.89,2.09,121,1030,-0.07146,0.00334,-0.04255,-0.11489,0.36571,2/17/17,0.19567,845.070007,0.076659822,224
1536,3/17/17,795,AMZN,Put,2.48,-0.32,2.3,2.53,98,918,-0.12992,0.00436,-0.07829,-0.19374,0.54853,2/17/17,0.18968,845.070007,0.076659822,225
1538,3/17/17,805,AMZN,Put,3.59,-0.52,3.4,3.7,211,630,-0.17882,0.00554,-0.1096,-0.24024,0.56004,2/17/17,0.18266,845.070007,0.076659822,226
1541,3/17/17,820,AMZN,Put,6.3,-0.9,6.1,6.35,303,1061,-0.26992,0.00722,-0.15115,-0.29688,0.86303,2/17/17,0.18131,845.070007,0.076659822,227
1555,3/24/17,785,AMZN,Put,2.47,-0.43,2.36,2.57,9,55,-0.11988,0.00354,-0.09011,-0.17055,0.60468,2/17/17,0.20121,845.070007,0.095824778,228
1560,3/24/17,805,AMZN,Put,5.05,-0.55,4.65,5,21,70,-0.19891,0.00536,-0.14994,-0.23324,0.63415,2/17/17,0.18586,845.070007,0.095824778,229
1564,3/24/17,817.5,AMZN,Put,7.44,-0.91,7.15,7.55,104,11,-0.27312,0.00637,-0.19299,-0.26727,0.96076,2/17/17,0.18736,845.070007,0.095824778,230
1565,3/24/17,820,AMZN,Put,8.03,-1.02,7.8,8.15,120,81,-0.27278,0.00701,-0.18999,-0.24014,0.95883,2/17/17,0.18078,845.070007,0.095824778,231
1582,4/21/17,800,AMZN,Call,55,-0.85,55.35,56,79,1256,0.8644,0.00452,1.1666,-0.19972,0.7659,2/17/17,0.16553,845.070007,0.1724846,232
1589,4/21/17,835,AMZN,Call,31.41,-0.39,31.45,32.25,30,513,0.64591,0.00796,0.89708,-0.24253,1.29832,2/17/17,0.17244,845.070007,0.1724846,233
1597,4/21/17,875,AMZN,Call,13.5,0.26,13.4,13.85,29,245,0.367,0.00637,0.51375,-0.25372,1.45107,2/17/17,0.16732,845.070007,0.1724846,234
1599,4/21/17,885,AMZN,Call,10.5,0.14,10.4,10.95,6,142,0.29751,0.00628,0.42044,-0.22818,1.09861,2/17/17,0.17381,845.070007,0.1724846,235
1608,4/21/17,765,AMZN,Put,4.03,-0.21,3.9,4.2,1,287,-0.08167,0.00231,-0.10605,-0.0852,0.75774,2/17/17,0.21228,845.070007,0.1724846,236
1610,4/21/17,775,AMZN,Put,5.18,-0.22,5,5.3,78,472,-0.14649,0.00302,-0.20422,-0.14286,0.79485,2/17/17,0.20537,845.070007,0.1724846,237
1616,4/21/17,805,AMZN,Put,10.58,-0.22,10.3,10.6,39,199,-0.21918,0.00496,-0.26308,-0.15549,1.23539,2/17/17,0.20215,845.070007,0.1724846,238
1618,4/21/17,815,AMZN,Put,13.2,-0.1,12.95,13.3,17,252,-0.27249,0.00554,-0.34378,-0.15925,1.26165,2/17/17,0.19954,845.070007,0.1724846,239
1625,4/21/17,850,AMZN,Put,27.45,-0.38,27,27.65,28,249,-0.49106,0.00671,-0.53799,-0.19205,1.36241,2/17/17,0.19331,845.070007,0.1724846,240
1632,6/16/17,790,AMZN,Call,80,2,79.45,80.35,11,264,0.79236,0.00321,1.92945,-0.22526,1.63679,2/17/17,0.22696,845.070007,0.325804244,241
1648,6/16/17,800,AMZN,Put,25,-0.63,24.8,25.3,61,1209,-0.2959,0.00303,-0.75311,-0.16165,1.7268,2/17/17,0.24997,845.070007,0.325804244,242
1655,6/16/17,900,AMZN,Put,75,-2.7,75.55,76.65,5,442,-0.61175,0.00323,-1.32255,-0.18281,1.93142,2/17/17,0.24997,845.070007,0.325804244,243
1664,7/21/17,835,AMZN,Call,57.76,3.16,56.95,57.9,25,114,0.63437,0.00425,2.05981,-0.20714,2.02157,2/17/17,0.21427,845.070007,0.421629021,244
1671,7/21/17,770,AMZN,Put,20.95,-0.3,19.95,21.15,1,240,-0.21799,0.00239,-0.67938,-0.12322,1.85705,2/17/17,0.24997,845.070007,0.421629021,245
1674,7/21/17,795,AMZN,Put,27.6,-0.46,27.75,28.35,4,102,-0.30239,0.00248,-0.98684,-0.15327,1.9559,2/17/17,0.24997,845.070007,0.421629021,246
1685,7/21/17,860,AMZN,Put,55.82,-0.18,55.2,56.8,1,46,-0.4844,0.00323,-1.34787,-0.15282,2.13973,2/17/17,0.24997,845.070007,0.421629021,247
1687,7/21/17,900,AMZN,Put,81.2,1.2,79.8,81.4,5,75,-0.58581,0.0029,-1.646,-0.15796,2.19214,2/17/17,0.24997,845.070007,0.421629021,248
1688,12/15/17,765,AMZN,Call,130.25,0.5,129.9,131.5,1,7,0.78432,0.00176,4.36847,-0.17739,2.46846,2/17/17,0.24339,845.070007,0.824093087,249
1708,12/15/17,810,AMZN,Put,60.7,1.5,58.85,60.55,1,24,-0.35124,0.0018,-2.26448,-0.12122,2.7713,2/17/17,0.28846,845.070007,0.824093087,250
1710,12/15/17,820,AMZN,Put,63.6,-1,63.1,64.55,52,268,-0.36416,0.00216,-2.1857,-0.10188,2.79405,2/17/17,0.28746,845.070007,0.824093087,251
1715,12/15/17,900,AMZN,Put,105.55,-5.15,104.7,106.95,2,17,-0.51044,0.00195,-2.90166,-0.12184,3.02498,2/17/17,0.27826,845.070007,0.824093087,252
1734,1/19/18,830,AMZN,Put,72.5,0.4,72.2,73.3,7,346,-0.38426,0.00208,-2.41882,-0.09849,2.97984,2/17/17,0.29009,845.070007,0.919917864,253
1735,1/19/18,840,AMZN,Put,77.2,0.3,76.4,78.05,11,280,-0.40303,0.00176,-2.5739,-0.1258,3.02223,2/17/17,0.28785,845.070007,0.919917864,254
1738,6/15/18,900,AMZN,Call,87.4,1.4,87.6,89.6,1,16,0.55116,0.00192,5.07409,-0.15686,3.86671,2/17/17,0.24997,845.070007,1.32238193,255
1757,1/18/19,900,AMZN,Put,145.9,-1.65,146.5,150,2,353,-0.43631,0.00127,-6.08041,-0.07259,4.42511,2/17/17,0.31207,845.070007,1.916495551,256
1766,2/24/17,56.5,AMBA,Call,0.42,-0.07,0.4,0.5,23,44,0.3579,0.20791,0.00373,-0.05875,0.03047,2/17/17,0.26367,55.470001,0.019164956,257
1770,2/24/17,54,AMBA,Put,0.4,-0.1,0.3,0.45,13,47,-0.22871,0.12442,-0.00233,-0.06459,0.01942,2/17/17,0.31912,55.470001,0.019164956,258
1779,3/3/17,57,AMBA,Call,1.55,0.09,1.45,1.7,1,39,0.42526,0.08344,0.00852,-0.08002,0.04304,2/17/17,0.50617,55.470001,0.038329911,259
1780,3/3/17,57.5,AMBA,Call,1.4,0.15,1.25,1.6,14,47,0.39968,0.07422,0.00797,-0.08619,0.04326,2/17/17,0.51389,55.470001,0.038329911,260
1782,3/3/17,59,AMBA,Call,0.85,-0.21,0.75,0.95,26,2,0.27491,0.07198,0.00557,-0.0731,0.04365,2/17/17,0.48182,55.470001,0.038329911,261
1810,8/18/17,60,AMBA,Call,4.4,-0.12,4.3,4.8,2,144,0.47117,0.02946,0.10926,-0.02041,0.15943,2/17/17,0.37692,55.470001,0.498288843,262
1823,3/17/17,48,AMED,Call,1.93,0.29,1.78,2.36,200,4,0.53222,0.08133,0.01796,-0.0483,0.05147,2/17/17,0.35853,47.939999,0.076659822,263
1829,2/24/17,47,AAL,Call,0.54,-0.13,0.56,0.59,364,437,0.4584,0.25647,0.00399,-0.05598,0.02526,2/17/17,0.21867,46.91,0.019164956,264
1830,2/24/17,47.5,AAL,Call,0.34,-0.15,0.35,0.39,492,1181,0.34846,0.22119,0.00304,-0.05409,0.02557,2/17/17,0.21872,46.91,0.019164956,265
1831,2/24/17,48,AAL,Call,0.2,-0.11,0.21,0.24,115,306,0.2336,0.19875,0.00205,-0.04255,0.0173,2/17/17,0.21872,46.91,0.019164956,266
1839,2/24/17,46,AAL,Put,0.27,-0.12,0.27,0.29,364,572,-0.27689,0.25051,-0.0021,-0.03727,0.02448,2/17/17,0.2474,46.91,0.019164956,267
1841,2/24/17,47,AAL,Put,0.69,-0.07,0.65,0.69,696,671,-0.56062,0.3204,-0.00395,-0.03828,0.02533,2/17/17,0.24997,46.91,0.019164956,268
1844,2/24/17,48.5,AAL,Put,1.7,-0.09,1.69,1.79,1,89,-1,0.01757,0,0,0,2/17/17,0.2418,46.91,0.019164956,269
1864,3/10/17,50.5,AAL,Call,0.23,-0.17,0.19,0.24,28,37,0.141,0.07137,0.00367,-0.02006,0.03155,2/17/17,0.28153,46.91,0.057494867,270
1900,3/17/17,48,AAL,Put,2.1,-0.04,2.08,2.14,243,1808,-0.60455,0.10949,-0.01752,-0.02518,0.05157,2/17/17,0.29426,46.91,0.076659822,271
1904,3/24/17,43.5,AAL,Put,0.52,-0.72,0.5,0.56,2,22,-0.18476,0.0664,-0.00802,-0.01712,0.03459,2/17/17,0.30889,46.91,0.095824778,272
1911,5/19/17,46,AAL,Call,3.28,-0.04,3.45,3.55,176,2427,0.60924,0.06529,0.06339,-0.01896,0.0879,2/17/17,0.28395,46.91,0.249144422,273
1927,8/18/17,50,AAL,Call,2.87,-0.08,2.91,3,202,3693,0.46095,0.04137,0.0924,-0.01491,0.13442,2/17/17,0.2928,46.91,0.498288843,274
1932,8/18/17,47,AAL,Put,4.45,0.05,4.25,4.4,15,586,-0.43787,0.03732,-0.08589,-0.01226,0.1265,2/17/17,0.36669,46.91,0.498288843,275
1945,9/15/17,50,ARII,Call,2.45,0.45,2.25,2.95,2,39,0.41032,0.03726,0.09002,-0.01368,0.14319,2/17/17,0.24997,46.650002,0.574948665,276
1946,3/17/17,7,AMSC,Put,0.61,0.03,0.55,0.65,15,25,-0.61876,0.40787,-0.00284,-0.0069,0.00736,2/17/17,0.53225,6.62,0.076659822,277
1947,3/17/17,45,ABCB,Call,4,0.5,3.2,4.9,16,31,0.91365,0.05197,0.03103,-0.01649,0.03121,2/17/17,0.23522,48.75,0.076659822,278
1967,3/3/17,177.5,AMGN,Call,0.62,0.14,0.6,0.7,18,18,0.24205,0.05869,0.01588,-0.07774,0.09278,2/17/17,0.15186,173.289993,0.038329911,279
1995,3/3/17,167.5,AMGN,Put,0.55,-0.5,0.47,0.55,44,67,-0.17455,0.04024,-0.01096,-0.0644,0.08275,2/17/17,0.18711,173.289993,0.038329911,280
1999,3/10/17,160,AMGN,Put,0.25,-0.06,0.2,0.25,20,1049,-0.07282,0.01411,-0.00707,-0.03787,0.04439,2/17/17,0.21872,173.289993,0.057494867,281
2000,3/10/17,162.5,AMGN,Put,0.39,-0.08,0.31,0.38,598,27,-0.09259,0.01899,-0.0082,-0.03903,0.09763,2/17/17,0.21571,173.289993,0.057494867,282
2007,3/17/17,170,AMGN,Put,2.4,-0.6,2.25,2.43,351,2901,-0.34904,0.03751,-0.04132,-0.06823,0.18059,2/17/17,0.20924,173.289993,0.076659822,283
2011,3/24/17,160,AMGN,Put,0.98,-0.07,0.73,0.81,5,76,-0.10263,0.01549,-0.01553,-0.03187,0.12306,2/17/17,0.24997,173.289993,0.095824778,284
2019,4/21/17,180,AMGN,Call,2.74,0.32,2.67,2.84,227,2903,0.36106,0.02862,0.10321,-0.05513,0.2974,2/17/17,0.18003,173.289993,0.1724846,285
2021,4/21/17,190,AMGN,Call,0.69,0.1,0.69,0.78,22,246,0.16186,0.01722,0.04683,-0.03556,0.21613,2/17/17,0.1713,173.289993,0.1724846,286
2031,6/16/17,180,AMGN,Call,5.01,0.7,4.95,5.15,44,1068,0.41345,0.02609,0.22188,-0.03879,0.413,2/17/17,0.17795,173.289993,0.325804244,287
2034,6/16/17,160,AMGN,Put,3.8,-0.5,3.65,3.85,11,766,-0.2344,0.01337,-0.11628,-0.03099,0.34297,2/17/17,0.24997,173.289993,0.325804244,288
2036,6/16/17,170,AMGN,Put,7.35,-0.875,6.95,7.2,34,931,-0.39211,0.01713,-0.19025,-0.03685,0.37095,2/17/17,0.24997,173.289993,0.325804244,289
2043,7/21/17,180,AMGN,Call,6,0.57,5.8,6.3,6,474,0.46217,0.01981,0.31201,-0.04106,0.45929,2/17/17,0.17322,173.289993,0.421629021,290
2047,7/21/17,165,AMGN,Put,6.5,-0.3,6.05,6.35,15,580,-0.30635,0.01495,-0.2007,-0.02482,0.40094,2/17/17,0.24997,173.289993,0.421629021,291
2048,7/21/17,175,AMGN,Put,10.73,-0.92,10.3,11.15,6,74,-0.47123,0.01857,-0.25459,-0.02617,0.43584,2/17/17,0.24997,173.289993,0.421629021,292
2050,1/19/18,165,AMGN,Call,18.8,1,18.5,19.4,3,1417,0.74046,0.01194,1.00013,-0.03194,0.54653,2/17/17,0.17287,173.289993,0.919917864,293
2051,1/19/18,170,AMGN,Call,16.05,1.1,16.25,16.5,16,3758,0.7069,0.01618,0.99972,-0.02982,0.5625,2/17/17,0.17752,173.289993,0.919917864,294
2055,1/19/18,190,AMGN,Call,7.6,0.2,7.6,7.9,4,1356,0.41249,0.0142,0.59667,-0.02917,0.73662,2/17/17,0.18001,173.289993,0.919917864,295
2056,1/19/18,160,AMGN,Put,10.9,-0.25,10.3,10.95,50,1082,-0.29186,0.00824,-0.43367,-0.01886,0.57001,2/17/17,0.28891,173.289993,0.919917864,296
2060,1/19/18,185,AMGN,Put,23.2,-1.3,22.6,23.3,1,113,-0.52154,0.01035,-0.66201,-0.01958,0.6579,2/17/17,0.29541,173.289993,0.919917864,297
2080,3/17/17,80,ADI,Call,2.88,0.23,2.85,3,115,1047,0.91413,0.07721,0.05566,-0.01779,0.04899,2/17/17,0.11606,82.480003,0.076659822,298
2082,3/17/17,85,ADI,Call,0.5,0.03,0.5,0.6,52,275,0.23407,0.10529,0.01464,-0.02152,0.06488,2/17/17,0.15031,82.480003,0.076659822,299
2083,3/17/17,75,ADI,Put,0.25,-0.03,0.1,0.3,4,383,-0.07424,0.02487,-0.00438,-0.01677,0.03716,2/17/17,0.26394,82.480003,0.076659822,300
2107,9/15/17,50,ANIK,Put,5,-0.1,4.3,6,2,2,-0.45875,0.03503,-0.11097,-0.01071,0.14337,2/17/17,0.3312,48.98,0.574948665,301
2108,3/17/17,100,ANSS,Call,2.4,-0.45,2.35,3.1,12,402,0.68157,0.08174,0.05089,-0.04243,0.10464,2/17/17,0.19875,100.269997,0.076659822,302
2111,4/21/17,95,ANSS,Put,1.75,-0.18,1.2,1.7,4,14,-0.21374,0.03018,-0.03289,-0.02583,0.1267,2/17/17,0.24997,100.269997,0.1724846,303
2122,8/18/17,55,APOG,Put,3.52,0.02,3.2,3.9,2,27,-0.33001,0.02781,-0.09342,-0.01275,0.14864,2/17/17,0.33276,58.029999,0.498288843,304
2136,2/24/17,136,AAPL,Call,0.87,-0.11,0.87,0.89,11309,11575,0.46691,0.17426,0.01195,-0.08775,0.07334,2/17/17,0.13276,135.720001,0.019164956,305
2137,2/24/17,137,AAPL,Call,0.51,-0.13,0.51,0.54,8699,5328,0.30356,0.15292,0.0078,-0.07628,0.07515,2/17/17,0.13192,135.720001,0.019164956,306
2149,2/24/17,124,AAPL,Put,0.03,-0.03,0.02,0.03,325,1987,-0.01233,0.00555,-0.00032,-0.01443,0.00474,2/17/17,0.30884,135.720001,0.019164956,307
2153,2/24/17,128,AAPL,Put,0.04,-0.04,0.03,0.05,547,1945,-0.01689,0.01064,-0.00043,-0.01376,0.01502,2/17/17,0.21872,135.720001,0.019164956,308
2188,3/3/17,145,AAPL,Call,0.07,-0.04,0.06,0.08,212,543,0.02897,0.01363,0.0015,-0.01344,0.03342,2/17/17,0.18436,135.720001,0.038329911,309
2198,3/10/17,132,AAPL,Call,4.45,0.2,4.4,4.6,164,2780,0.82162,0.06009,0.06154,-0.04848,0.07738,2/17/17,0.14228,135.720001,0.057494867,310
2203,3/10/17,137,AAPL,Call,1.36,-0.02,1.44,1.5,634,2610,0.41589,0.09436,0.03188,-0.05283,0.12994,2/17/17,0.14552,135.720001,0.057494867,311
2206,3/10/17,140,AAPL,Call,0.6,-0.08,0.6,0.62,57,3977,0.24397,0.05914,0.01869,-0.05251,0.08988,2/17/17,0.15085,135.720001,0.057494867,312
2213,3/17/17,130,AAPL,Call,6.3,0.1,6.3,6.45,7252,50320,0.85676,0.03852,0.08395,-0.04396,0.08745,2/17/17,0.14081,135.720001,0.076659822,313
2214,3/17/17,135,AAPL,Call,2.75,0.02,2.76,2.8,8688,40656,0.60149,0.08552,0.06083,-0.0498,0.14248,2/17/17,0.14721,135.720001,0.076659822,314
2216,3/17/17,145,AAPL,Call,0.23,-0.05,0.23,0.25,3770,10134,0.09777,0.02674,0.01003,-0.02611,0.04734,2/17/17,0.16779,135.720001,0.076659822,315
2221,3/24/17,131,AAPL,Call,5.7,0.13,5.7,5.9,6,414,0.79938,0.0444,0.0982,-0.04727,0.0995,2/17/17,0.13991,135.720001,0.095824778,316
2224,3/24/17,134,AAPL,Call,3.65,0.1,3.6,3.75,151,852,0.64132,0.05778,0.07977,-0.05315,0.15742,2/17/17,0.14854,135.720001,0.095824778,317
